anime_id,name,english_name,genres,studios,image_url,content,content_prep
1,Cowboy Bebop,Cowboy Bebop,"Action, Award Winning, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/4/19644.jpg,"Cowboy Bebop Sunrise Action, Award Winning, Sci-Fi","['cowboy', 'bebop', 'sunris', 'action', 'award', 'win', 'sci']"
5,Cowboy Bebop: Tengoku no Tobira,Cowboy Bebop: The Movie,"Action, Sci-Fi",Bones,https://cdn.myanimelist.net/images/anime/1439/93480.jpg,"Cowboy Bebop: Tengoku no Tobira Bones Action, Sci-Fi","['cowboy', 'bebop', 'tengoku', 'tobira', 'bone', 'action', 'sci']"
6,Trigun,Trigun,"Action, Adventure, Sci-Fi",Madhouse,https://cdn.myanimelist.net/images/anime/7/20310.jpg,"Trigun Madhouse Action, Adventure, Sci-Fi","['trigun', 'madhous', 'action', 'adventur', 'sci']"
7,Witch Hunter Robin,Witch Hunter Robin,"Action, Drama, Mystery, Supernatural",Sunrise,https://cdn.myanimelist.net/images/anime/10/19969.jpg,"Witch Hunter Robin Sunrise Action, Drama, Mystery, Supernatural","['witch', 'hunter', 'robin', 'sunris', 'action', 'drama', 'mysteri', 'supernatur']"
8,Bouken Ou Beet,Beet the Vandel Buster,"Adventure, Fantasy, Supernatural",Toei Animation,https://cdn.myanimelist.net/images/anime/7/21569.jpg,"Bouken Ou Beet Toei Animation Adventure, Fantasy, Supernatural","['bouken', 'beet', 'toei', 'anim', 'adventur', 'fantasi', 'supernatur']"
15,Eyeshield 21,UNKNOWN,Sports,Gallop,https://cdn.myanimelist.net/images/anime/1079/133529.jpg,Eyeshield 21 Gallop Sports,"['eyeshield', 'gallop', 'sport']"
16,Hachimitsu to Clover,Honey and Clover,"Comedy, Drama, Romance",J.C.Staff,https://cdn.myanimelist.net/images/anime/1301/133577.jpg,"Hachimitsu to Clover J.C.Staff Comedy, Drama, Romance","['hachimitsu', 'clover', 'staff', 'comedi', 'drama', 'romanc']"
17,Hungry Heart: Wild Striker,UNKNOWN,"Comedy, Slice of Life, Sports",Nippon Animation,https://cdn.myanimelist.net/images/anime/12/49655.jpg,"Hungry Heart: Wild Striker Nippon Animation Comedy, Slice of Life, Sports","['hungri', 'heart', 'wild', 'striker', 'nippon', 'anim', 'comedi', 'slice', 'life', 'sport']"
18,Initial D Fourth Stage,UNKNOWN,"Action, Drama",A.C.G.T.,https://cdn.myanimelist.net/images/anime/9/10521.jpg,"Initial D Fourth Stage A.C.G.T. Action, Drama","['initi', 'fourth', 'stage', 'action', 'drama']"
19,Monster,Monster,"Drama, Mystery, Suspense",Madhouse,https://cdn.myanimelist.net/images/anime/10/18793.jpg,"Monster Madhouse Drama, Mystery, Suspense","['monster', 'madhous', 'drama', 'mysteri', 'suspens']"
20,Naruto,Naruto,"Action, Adventure, Fantasy",Pierrot,https://cdn.myanimelist.net/images/anime/13/17405.jpg,"Naruto Pierrot Action, Adventure, Fantasy","['naruto', 'pierrot', 'action', 'adventur', 'fantasi']"
21,One Piece,One Piece,"Action, Adventure, Fantasy",Toei Animation,https://cdn.myanimelist.net/images/anime/6/73245.jpg,"One Piece Toei Animation Action, Adventure, Fantasy","['one', 'piec', 'toei', 'anim', 'action', 'adventur', 'fantasi']"
22,Tennis no Ouji-sama,The Prince of Tennis,Sports,Trans Arts,https://cdn.myanimelist.net/images/anime/6/21624.jpg,Tennis no Ouji-sama Trans Arts Sports,"['tenni', 'ouji', 'sama', 'tran', 'art', 'sport']"
23,Ring ni Kakero 1,UNKNOWN,"Action, Sports",Toei Animation,https://cdn.myanimelist.net/images/anime/1146/124743.jpg,"Ring ni Kakero 1 Toei Animation Action, Sports","['ring', 'kakero', 'toei', 'anim', 'action', 'sport']"
24,School Rumble,School Rumble,"Comedy, Romance",Studio Comet,https://cdn.myanimelist.net/images/anime/4/75488.jpg,"School Rumble Studio Comet Comedy, Romance","['school', 'rumbl', 'studio', 'comet', 'comedi', 'romanc']"
26,Texhnolyze,Texhnolyze,"Action, Drama, Sci-Fi",Madhouse,https://cdn.myanimelist.net/images/anime/1027/131977.jpg,"Texhnolyze Madhouse Action, Drama, Sci-Fi","['texhnolyz', 'madhous', 'action', 'drama', 'sci']"
27,Trinity Blood,Trinity Blood,"Action, Supernatural",Gonzo,https://cdn.myanimelist.net/images/anime/10/24649.jpg,"Trinity Blood Gonzo Action, Supernatural","['triniti', 'blood', 'gonzo', 'action', 'supernatur']"
28,Yakitate!! Japan,Yakitate!! Japan,"Comedy, Gourmet",Sunrise,https://cdn.myanimelist.net/images/anime/3/76432.jpg,"Yakitate!! Japan Sunrise Comedy, Gourmet","['yakit', 'japan', 'sunris', 'comedi', 'gourmet']"
29,Zipang,UNKNOWN,"Action, Drama, Sci-Fi",Studio Deen,https://cdn.myanimelist.net/images/anime/13/75740.jpg,"Zipang Studio Deen Action, Drama, Sci-Fi","['zipang', 'studio', 'deen', 'action', 'drama', 'sci']"
30,Neon Genesis Evangelion,Neon Genesis Evangelion,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense","Gainax, Tatsunoko Production",https://cdn.myanimelist.net/images/anime/1314/108941.jpg,"Neon Genesis Evangelion Gainax, Tatsunoko Production Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense","['neon', 'genesi', 'evangelion', 'gainax', 'tatsunoko', 'product', 'action', 'avant', 'gard', 'award', 'win', 'drama', 'sci', 'suspens']"
31,Neon Genesis Evangelion: Death & Rebirth,Neon Genesis Evangelion: Death & Rebirth,"Drama, Sci-Fi","Gainax, Production I.G",https://cdn.myanimelist.net/images/anime/1993/113122.jpg,"Neon Genesis Evangelion: Death & Rebirth Gainax, Production I.G Drama, Sci-Fi","['neon', 'genesi', 'evangelion', 'death', 'rebirth', 'gainax', 'product', 'drama', 'sci']"
32,Neon Genesis Evangelion: The End of Evangelion,Neon Genesis Evangelion: The End of Evangelion,"Avant Garde, Drama, Sci-Fi","Gainax, Production I.G",https://cdn.myanimelist.net/images/anime/1404/98182.jpg,"Neon Genesis Evangelion: The End of Evangelion Gainax, Production I.G Avant Garde, Drama, Sci-Fi","['neon', 'genesi', 'evangelion', 'end', 'evangelion', 'gainax', 'product', 'avant', 'gard', 'drama', 'sci']"
33,Kenpuu Denki Berserk,Berserk,"Action, Adventure, Drama, Fantasy, Horror",OLM,https://cdn.myanimelist.net/images/anime/1384/119988.jpg,"Kenpuu Denki Berserk OLM Action, Adventure, Drama, Fantasy, Horror","['kenpuu', 'denki', 'berserk', 'olm', 'action', 'adventur', 'drama', 'fantasi', 'horror']"
43,Koukaku Kidoutai,Ghost in the Shell,"Action, Award Winning, Mystery, Sci-Fi, Suspense",Production I.G,https://cdn.myanimelist.net/images/anime/10/82594.jpg,"Koukaku Kidoutai Production I.G Action, Award Winning, Mystery, Sci-Fi, Suspense","['koukaku', 'kidoutai', 'product', 'action', 'award', 'win', 'mysteri', 'sci', 'suspens']"
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,"Action, Drama, Romance",Studio Deen,https://cdn.myanimelist.net/images/anime/1391/120839.jpg,"Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen Studio Deen Action, Drama, Romance","['rurouni', 'kenshin', 'meiji', 'kenkaku', 'romantan', 'tsuioku', 'hen', 'studio', 'deen', 'action', 'drama', 'romanc']"
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,"Action, Adventure, Comedy, Romance","Gallop, Studio Deen",https://cdn.myanimelist.net/images/anime/1346/119505.jpg,"Rurouni Kenshin: Meiji Kenkaku Romantan Gallop, Studio Deen Action, Adventure, Comedy, Romance","['rurouni', 'kenshin', 'meiji', 'kenkaku', 'romantan', 'gallop', 'studio', 'deen', 'action', 'adventur', 'comedi', 'romanc']"
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Samurai X: The Motion Picture,Drama,Gallop,https://cdn.myanimelist.net/images/anime/4/47845.jpg,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka Gallop Drama,"['rurouni', 'kenshin', 'meiji', 'kenkaku', 'romantan', 'ishinshishi', 'chinkonka', 'gallop', 'drama']"
47,Akira,Akira,"Action, Adventure, Horror, Sci-Fi, Supernatural",Tokyo Movie Shinsha,https://cdn.myanimelist.net/images/anime/1408/114012.jpg,"Akira Tokyo Movie Shinsha Action, Adventure, Horror, Sci-Fi, Supernatural","['akira', 'tokyo', 'movi', 'shinsha', 'action', 'adventur', 'horror', 'sci', 'supernatur']"
48,.hack//Sign,.hack//Sign,"Adventure, Fantasy, Mystery",Bee Train,https://cdn.myanimelist.net/images/anime/1443/94665.jpg,".hack//Sign Bee Train Adventure, Fantasy, Mystery","['hack', 'sign', 'bee', 'train', 'adventur', 'fantasi', 'mysteri']"
49,Aa! Megami-sama!,Oh! My Goddess,"Comedy, Romance, Supernatural",AIC,https://cdn.myanimelist.net/images/anime/11/71215.jpg,"Aa! Megami-sama! AIC Comedy, Romance, Supernatural","['megami', 'sama', 'aic', 'comedi', 'romanc', 'supernatur']"
50,Aa! Megami-sama! (TV),Ah! My Goddess,"Comedy, Romance, Supernatural",AIC,https://cdn.myanimelist.net/images/anime/1976/99376.jpg,"Aa! Megami-sama! (TV) AIC Comedy, Romance, Supernatural","['megami', 'sama', 'aic', 'comedi', 'romanc', 'supernatur']"
51,Tenshi Kinryouku,Angel Sanctuary,"Action, Drama, Romance, Supernatural",Hal Film Maker,https://cdn.myanimelist.net/images/anime/11/45208.jpg,"Tenshi Kinryouku Hal Film Maker Action, Drama, Romance, Supernatural","['tenshi', 'kinryouku', 'hal', 'film', 'maker', 'action', 'drama', 'romanc', 'supernatur']"
52,Kidou Tenshi Angelic Layer,Battle Doll Angelic Layer,"Award Winning, Comedy, Drama, Sci-Fi, Sports",Bones,https://cdn.myanimelist.net/images/anime/1192/113699.jpg,"Kidou Tenshi Angelic Layer Bones Award Winning, Comedy, Drama, Sci-Fi, Sports","['kidou', 'tenshi', 'angel', 'layer', 'bone', 'award', 'win', 'comedi', 'drama', 'sci', 'sport']"
53,Ai Yori Aoshi,Ai Yori Aoshi,"Comedy, Drama, Romance",J.C.Staff,https://cdn.myanimelist.net/images/anime/7/10172.jpg,"Ai Yori Aoshi J.C.Staff Comedy, Drama, Romance","['yori', 'aoshi', 'staff', 'comedi', 'drama', 'romanc']"
54,Appleseed (Movie),UNKNOWN,"Action, Drama, Sci-Fi",Digital Frontier,https://cdn.myanimelist.net/images/anime/9/57231.jpg,"Appleseed (Movie) Digital Frontier Action, Drama, Sci-Fi","['applese', 'movi', 'digit', 'frontier', 'action', 'drama', 'sci']"
55,Arc the Lad,UNKNOWN,"Action, Adventure, Fantasy, Horror, Sci-Fi",Bee Train,https://cdn.myanimelist.net/images/anime/3/49041.jpg,"Arc the Lad Bee Train Action, Adventure, Fantasy, Horror, Sci-Fi","['arc', 'lad', 'bee', 'train', 'action', 'adventur', 'fantasi', 'horror', 'sci']"
56,Avenger,UNKNOWN,"Adventure, Fantasy, Sci-Fi",Bee Train,https://cdn.myanimelist.net/images/anime/13/19921.jpg,"Avenger Bee Train Adventure, Fantasy, Sci-Fi","['aveng', 'bee', 'train', 'adventur', 'fantasi', 'sci']"
57,Beck,Beck: Mongolian Chop Squad,"Comedy, Drama, Slice of Life",Madhouse,https://cdn.myanimelist.net/images/anime/11/11636.jpg,"Beck Madhouse Comedy, Drama, Slice of Life","['beck', 'madhous', 'comedi', 'drama', 'slice', 'life']"
58,Blue Gender,Blue Gender,"Adventure, Drama, Horror, Romance, Sci-Fi",AIC,https://cdn.myanimelist.net/images/anime/1/2023.jpg,"Blue Gender AIC Adventure, Drama, Horror, Romance, Sci-Fi","['blue', 'gender', 'aic', 'adventur', 'drama', 'horror', 'romanc', 'sci']"
60,Chrno Crusade,Chrono Crusade,"Action, Romance, Supernatural",Gonzo,https://cdn.myanimelist.net/images/anime/13/14141.jpg,"Chrno Crusade Gonzo Action, Romance, Supernatural","['chrno', 'crusad', 'gonzo', 'action', 'romanc', 'supernatur']"
61,D.N.Angel,D.N.Angel,"Action, Comedy, Fantasy, Romance",Xebec,https://cdn.myanimelist.net/images/anime/1126/98904.jpg,"D.N.Angel Xebec Action, Comedy, Fantasy, Romance","['angel', 'xebec', 'action', 'comedi', 'fantasi', 'romanc']"
62,D.C.: Da Capo,D.C.~Da Capo~,"Drama, Romance","feel., Zexcs",https://cdn.myanimelist.net/images/anime/4/73936.jpg,"D.C.: Da Capo feel., Zexcs Drama, Romance","['capo', 'feel', 'zexc', 'drama', 'romanc']"
64,Rozen Maiden,Rozen Maiden,"Action, Comedy, Drama",Nomad,https://cdn.myanimelist.net/images/anime/1424/108431.jpg,"Rozen Maiden Nomad Action, Comedy, Drama","['rozen', 'maiden', 'nomad', 'action', 'comedi', 'drama']"
65,Rozen Maiden: Träumend,Rozen Maiden: Träumend,"Action, Comedy, Drama",Nomad,https://cdn.myanimelist.net/images/anime/4/10242.jpg,"Rozen Maiden: Träumend Nomad Action, Comedy, Drama","['rozen', 'maiden', 'träumend', 'nomad', 'action', 'comedi', 'drama']"
66,Azumanga Daiou The Animation,Azumanga Daioh: The Animation,"Comedy, Slice of Life",J.C.Staff,https://cdn.myanimelist.net/images/anime/1066/117358.jpg,"Azumanga Daiou The Animation J.C.Staff Comedy, Slice of Life","['azumanga', 'daiou', 'anim', 'staff', 'comedi', 'slice', 'life']"
67,Basilisk: Kouga Ninpou Chou,Basilisk,"Action, Drama, Romance",Gonzo,https://cdn.myanimelist.net/images/anime/1103/133549.jpg,"Basilisk: Kouga Ninpou Chou Gonzo Action, Drama, Romance","['basilisk', 'kouga', 'ninpou', 'chou', 'gonzo', 'action', 'drama', 'romanc']"
68,Black Cat (TV),Black Cat,"Action, Adventure, Sci-Fi",Gonzo,https://cdn.myanimelist.net/images/anime/1183/133280.jpg,"Black Cat (TV) Gonzo Action, Adventure, Sci-Fi","['black', 'cat', 'gonzo', 'action', 'adventur', 'sci']"
69,Cluster Edge,UNKNOWN,"Action, Fantasy, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/1980/103243.jpg,"Cluster Edge Sunrise Action, Fantasy, Sci-Fi","['cluster', 'edg', 'sunris', 'action', 'fantasi', 'sci']"
71,Full Metal Panic!,Full Metal Panic!,"Action, Comedy, Sci-Fi",Gonzo,https://cdn.myanimelist.net/images/anime/2/75259.jpg,"Full Metal Panic! Gonzo Action, Comedy, Sci-Fi","['full', 'metal', 'panic', 'gonzo', 'action', 'comedi', 'sci']"
72,Full Metal Panic? Fumoffu,Full Metal Panic? Fumoffu,"Action, Comedy",Kyoto Animation,https://cdn.myanimelist.net/images/anime/4/75260.jpg,"Full Metal Panic? Fumoffu Kyoto Animation Action, Comedy","['full', 'metal', 'panic', 'fumoffu', 'kyoto', 'anim', 'action', 'comedi']"
73,Full Metal Panic! The Second Raid,Full Metal Panic! The Second Raid,Action,Kyoto Animation,https://cdn.myanimelist.net/images/anime/11/75261.jpg,Full Metal Panic! The Second Raid Kyoto Animation Action,"['full', 'metal', 'panic', 'second', 'raid', 'kyoto', 'anim', 'action']"
74,Gakuen Alice,Gakuen Alice,"Comedy, Fantasy",Group TAC,https://cdn.myanimelist.net/images/anime/4/18118.jpg,"Gakuen Alice Group TAC Comedy, Fantasy","['gakuen', 'alic', 'group', 'tac', 'comedi', 'fantasi']"
75,Soukyuu no Fafner: Dead Aggressor,Fafner,"Action, Drama, Sci-Fi",Xebec,https://cdn.myanimelist.net/images/anime/3/50365.jpg,"Soukyuu no Fafner: Dead Aggressor Xebec Action, Drama, Sci-Fi","['soukyuu', 'fafner', 'dead', 'aggressor', 'xebec', 'action', 'drama', 'sci']"
76,Mahou Shoujo Lyrical Nanoha,Magical Girl Lyrical Nanoha,"Action, Comedy, Drama",Seven Arcs,https://cdn.myanimelist.net/images/anime/1052/136283.jpg,"Mahou Shoujo Lyrical Nanoha Seven Arcs Action, Comedy, Drama","['mahou', 'shoujo', 'lyric', 'nanoha', 'seven', 'arc', 'action', 'comedi', 'drama']"
77,Mahou Shoujo Lyrical Nanoha A's,Magical Girl Lyrical Nanoha A's,"Action, Comedy, Drama",Seven Arcs,https://cdn.myanimelist.net/images/anime/4/6767.jpg,"Mahou Shoujo Lyrical Nanoha A's Seven Arcs Action, Comedy, Drama","['mahou', 'shoujo', 'lyric', 'nanoha', 'seven', 'arc', 'action', 'comedi', 'drama']"
80,Kidou Senshi Gundam,Mobile Suit Gundam,"Action, Drama, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/5/88524.jpg,"Kidou Senshi Gundam Sunrise Action, Drama, Sci-Fi","['kidou', 'senshi', 'gundam', 'sunris', 'action', 'drama', 'sci']"
81,Kidou Senshi Gundam: Dai 08 MS Shoutai,Mobile Suit Gundam: The 08th MS Team,"Adventure, Drama, Romance, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/9/75618.jpg,"Kidou Senshi Gundam: Dai 08 MS Shoutai Sunrise Adventure, Drama, Romance, Sci-Fi","['kidou', 'senshi', 'gundam', 'dai', 'shoutai', 'sunris', 'adventur', 'drama', 'romanc', 'sci']"
82,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,Mobile Suit Gundam 0080: War in the Pocket,"Drama, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/1/82.jpg,"Kidou Senshi Gundam 0080: Pocket no Naka no Sensou Sunrise Drama, Sci-Fi","['kidou', 'senshi', 'gundam', 'pocket', 'naka', 'sensou', 'sunris', 'drama', 'sci']"
83,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,Mobile Suit Gundam: The 08th MS Team - Miller's Report,"Drama, Romance, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/1132/100198.jpg,"Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report Sunrise Drama, Romance, Sci-Fi","['kidou', 'senshi', 'gundam', 'dai', 'shoutai', 'miller', 'report', 'sunris', 'drama', 'romanc', 'sci']"
84,Kidou Senshi Gundam 0083: Stardust Memory,Mobile Suit Gundam 0083: Stardust Memory,"Adventure, Drama, Romance, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/13/26654.jpg,"Kidou Senshi Gundam 0083: Stardust Memory Sunrise Adventure, Drama, Romance, Sci-Fi","['kidou', 'senshi', 'gundam', 'stardust', 'memori', 'sunris', 'adventur', 'drama', 'romanc', 'sci']"
85,Kidou Senshi Zeta Gundam,Mobile Suit Zeta Gundam,"Drama, Romance, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/6/11153.jpg,"Kidou Senshi Zeta Gundam Sunrise Drama, Romance, Sci-Fi","['kidou', 'senshi', 'zeta', 'gundam', 'sunris', 'drama', 'romanc', 'sci']"
86,Kidou Senshi Gundam ZZ,Mobile Suit Gundam ZZ,"Comedy, Drama, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/1848/91078.jpg,"Kidou Senshi Gundam ZZ Sunrise Comedy, Drama, Sci-Fi","['kidou', 'senshi', 'gundam', 'sunris', 'comedi', 'drama', 'sci']"
87,Kidou Senshi Gundam: Gyakushuu no Char,Mobile Suit Gundam: Char's Counterattack,"Drama, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/1523/92371.jpg,"Kidou Senshi Gundam: Gyakushuu no Char Sunrise Drama, Sci-Fi","['kidou', 'senshi', 'gundam', 'gyakushuu', 'char', 'sunris', 'drama', 'sci']"
88,Kidou Senshi Gundam F91,Mobile Suit Gundam F91,"Drama, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/1637/95288.jpg,"Kidou Senshi Gundam F91 Sunrise Drama, Sci-Fi","['kidou', 'senshi', 'gundam', 'sunris', 'drama', 'sci']"
89,Kidou Senshi Victory Gundam,Mobile Suit Victory Gundam,"Drama, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/1913/102693.jpg,"Kidou Senshi Victory Gundam Sunrise Drama, Sci-Fi","['kidou', 'senshi', 'victori', 'gundam', 'sunris', 'drama', 'sci']"
90,Shin Kidou Senki Gundam Wing,Mobile Suit Gundam Wing,"Action, Drama, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/1884/114414.jpg,"Shin Kidou Senki Gundam Wing Sunrise Action, Drama, Sci-Fi","['shin', 'kidou', 'senki', 'gundam', 'wing', 'sunris', 'action', 'drama', 'sci']"
91,Shin Kidou Senki Gundam Wing: Endless Waltz,Mobile Suit Gundam Wing: Endless Waltz,"Action, Award Winning, Drama, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/1061/97444.jpg,"Shin Kidou Senki Gundam Wing: Endless Waltz Sunrise Action, Award Winning, Drama, Sci-Fi","['shin', 'kidou', 'senki', 'gundam', 'wing', 'endless', 'waltz', 'sunris', 'action', 'award', 'win', 'drama', 'sci']"
92,Kidou Shinseiki Gundam X,After War Gundam X,"Adventure, Drama, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/10/16054.jpg,"Kidou Shinseiki Gundam X Sunrise Adventure, Drama, Sci-Fi","['kidou', 'shinseiki', 'gundam', 'sunris', 'adventur', 'drama', 'sci']"
93,Kidou Senshi Gundam SEED,Mobile Suit Gundam SEED,"Action, Award Winning, Drama, Romance, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/1792/91081.jpg,"Kidou Senshi Gundam SEED Sunrise Action, Award Winning, Drama, Romance, Sci-Fi","['kidou', 'senshi', 'gundam', 'seed', 'sunris', 'action', 'award', 'win', 'drama', 'romanc', 'sci']"
94,Kidou Senshi Gundam SEED Destiny,Mobile Suit Gundam SEED Destiny,"Action, Drama, Romance, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/1700/91080.jpg,"Kidou Senshi Gundam SEED Destiny Sunrise Action, Drama, Romance, Sci-Fi","['kidou', 'senshi', 'gundam', 'seed', 'destini', 'sunris', 'action', 'drama', 'romanc', 'sci']"
95,Turn A Gundam,∀ Gundam,"Action, Adventure, Award Winning, Drama, Romance, Sci-Fi",Sunrise,https://cdn.myanimelist.net/images/anime/4/78330.jpg,"Turn A Gundam Sunrise Action, Adventure, Award Winning, Drama, Romance, Sci-Fi","['turn', 'gundam', 'sunris', 'action', 'adventur', 'award', 'win', 'drama', 'romanc', 'sci']"
96,Kidou Butouden G Gundam,Mobile Fighter G Gundam,"Adventure, Comedy, Drama, Romance, Sci-Fi, Sports",Sunrise,https://cdn.myanimelist.net/images/anime/1187/133654.jpg,"Kidou Butouden G Gundam Sunrise Adventure, Comedy, Drama, Romance, Sci-Fi, Sports","['kidou', 'butouden', 'gundam', 'sunris', 'adventur', 'comedi', 'drama', 'romanc', 'sci', 'sport']"
97,Last Exile,Last Exile,"Action, Adventure, Sci-Fi",Gonzo,https://cdn.myanimelist.net/images/anime/7/10888.jpg,"Last Exile Gonzo Action, Adventure, Sci-Fi","['last', 'exil', 'gonzo', 'action', 'adventur', 'sci']"
99,Mai-Otome,My-Otome,"Comedy, Drama, Fantasy",Sunrise,https://cdn.myanimelist.net/images/anime/2/46897.jpg,"Mai-Otome Sunrise Comedy, Drama, Fantasy","['mai', 'otom', 'sunris', 'comedi', 'drama', 'fantasi']"
100,Shin Shirayuki-hime Densetsu Prétear,Prétear: The New Legend of Snow White,"Comedy, Drama, Fantasy, Romance",Hal Film Maker,https://cdn.myanimelist.net/images/anime/9/11709.jpg,"Shin Shirayuki-hime Densetsu Prétear Hal Film Maker Comedy, Drama, Fantasy, Romance","['shin', 'shirayuki', 'hime', 'densetsu', 'prétear', 'hal', 'film', 'maker', 'comedi', 'drama', 'fantasi', 'romanc']"
101,Air,Air,"Drama, Romance, Supernatural",Kyoto Animation,https://cdn.myanimelist.net/images/anime/8/22059.jpg,"Air Kyoto Animation Drama, Romance, Supernatural","['air', 'kyoto', 'anim', 'drama', 'romanc', 'supernatur']"
102,Aishiteruze Baby★★,UNKNOWN,"Comedy, Drama, Romance",TMS Entertainment,https://cdn.myanimelist.net/images/anime/2/69665.jpg,"Aishiteruze Baby★★ TMS Entertainment Comedy, Drama, Romance","['aishiteruz', 'babi', 'tm', 'entertain', 'comedi', 'drama', 'romanc']"
103,Akazukin Chacha,Red Riding Hood Chacha,"Adventure, Comedy, Fantasy, Romance",Gallop,https://cdn.myanimelist.net/images/anime/1098/108972.jpg,"Akazukin Chacha Gallop Adventure, Comedy, Fantasy, Romance","['akazukin', 'chacha', 'gallop', 'adventur', 'comedi', 'fantasi', 'romanc']"
104,Ayashi no Ceres,"Ceres, Celestial Legend","Adventure, Drama, Horror, Romance, Supernatural, Suspense",Pierrot,https://cdn.myanimelist.net/images/anime/1928/106202.jpg,"Ayashi no Ceres Pierrot Adventure, Drama, Horror, Romance, Supernatural, Suspense","['ayashi', 'cere', 'pierrot', 'adventur', 'drama', 'horror', 'romanc', 'supernatur', 'suspens']"
105,Boys Be...,Boys Be...,"Comedy, Romance, Slice of Life",Hal Film Maker,https://cdn.myanimelist.net/images/anime/1/2223.jpg,"Boys Be... Hal Film Maker Comedy, Romance, Slice of Life","['boy', 'hal', 'film', 'maker', 'comedi', 'romanc', 'slice', 'life']"
106,Hana yori Dango,Hana Yori Dango,"Drama, Romance",Toei Animation,https://cdn.myanimelist.net/images/anime/2/42871.jpg,"Hana yori Dango Toei Animation Drama, Romance","['hana', 'yori', 'dango', 'toei', 'anim', 'drama', 'romanc']"
107,Ou Dorobou Jing,Jing: King of Bandits,"Adventure, Comedy, Fantasy, Sci-Fi",Studio Deen,https://cdn.myanimelist.net/images/anime/1961/92115.jpg,"Ou Dorobou Jing Studio Deen Adventure, Comedy, Fantasy, Sci-Fi","['dorob', 'jing', 'studio', 'deen', 'adventur', 'comedi', 'fantasi', 'sci']"
108,Ou Dorobou Jing in Seventh Heaven,Jing: King of Bandits - Seventh Heaven,"Adventure, Comedy, Fantasy",Studio Deen,https://cdn.myanimelist.net/images/anime/5/30325.jpg,"Ou Dorobou Jing in Seventh Heaven Studio Deen Adventure, Comedy, Fantasy","['dorob', 'jing', 'seventh', 'heaven', 'studio', 'deen', 'adventur', 'comedi', 'fantasi']"
109,Bakuretsu Tenshi,Burst Angel,"Adventure, Comedy, Sci-Fi",Gonzo,https://cdn.myanimelist.net/images/anime/10/22647.jpg,"Bakuretsu Tenshi Gonzo Adventure, Comedy, Sci-Fi","['bakuretsu', 'tenshi', 'gonzo', 'adventur', 'comedi', 'sci']"
110,Chuuka Ichiban!,UNKNOWN,"Action, Comedy, Drama, Gourmet",Nippon Animation,https://cdn.myanimelist.net/images/anime/6/75283.jpg,"Chuuka Ichiban! Nippon Animation Action, Comedy, Drama, Gourmet","['chuuka', 'ichiban', 'nippon', 'anim', 'action', 'comedi', 'drama', 'gourmet']"
111,Corrector Yui,Corrector Yui,"Adventure, Comedy, Sci-Fi",Nippon Animation,https://cdn.myanimelist.net/images/anime/1696/105659.jpg,"Corrector Yui Nippon Animation Adventure, Comedy, Sci-Fi","['corrector', 'yui', 'nippon', 'anim', 'adventur', 'comedi', 'sci']"
113,Uchuu no Stellvia,Stellvia,"Action, Romance, Sci-Fi",Xebec,https://cdn.myanimelist.net/images/anime/1587/134660.jpg,"Uchuu no Stellvia Xebec Action, Romance, Sci-Fi","['uchuu', 'stellvia', 'xebec', 'action', 'romanc', 'sci']"
114,Sakigake!! Cromartie Koukou,Cromartie High School,Comedy,Production I.G,https://cdn.myanimelist.net/images/anime/1782/130913.jpg,Sakigake!! Cromartie Koukou Production I.G Comedy,"['sakigak', 'cromarti', 'koukou', 'product', 'comedi']"
